ord_id,cust_id,product_nm,prod_category,price_amt,qty,status_cd,payment_mode,ship_city,order_dt
102351,2515,Yoga Mat,Sports,1582.67,4,Shipped,Wallet,Tumakuru,2025-09-19
138683,6181,USB Hub,Electronics,3983.89,1,Cancelled,Credit Card,Mysuru,2025-07-08
113887,4577,Phone Charger,Electronics,3561.50,1,Placed,Net Banking,Hubballi,2025-09-20
143667,9641,Honey Jar,Groceries,1358.65,4,Placed,Debit Card,Mysuru,2025-03-23
103794,8137,Cloud Essentials,Books,2020.50,3,Packed,UPI,Bengaluru,2025-07-19
144489,5260,Wireless Mouse,Electronics,2690.04,5,Shipped,UPI,Tumakuru,2025-09-30
105203,1893,Olive Oil,Groceries,1917.85,5,Delivered,COD,Bengaluru,2025-08-22
108997,8170,USB Hub,Electronics,4542.43,2,Returned,UPI,Bengaluru,2025-10-30
107224,7061,USB Hub,Electronics,4892.36,2,Delivered,COD,Tumakuru,2025-01-07
109046,5501,USB Hub,Electronics,2463.22,5,Cancelled,Debit Card,Hubballi,2025-12-19
135251,9988,Bluetooth Speaker,Electronics,1040.80,1,Packed,Credit Card,Hubballi,2025-07-31
133945,5953,Dumbbells,Sports,4415.73,4,Delivered,Wallet,Belagavi,2025-08-16
144040,7022,Rice Bag,Groceries,734.47,1,Placed,Wallet,Hubballi,2025-11-06
109786,2161,USB Hub,Electronics,964.49,1,Placed,COD,Bengaluru,2025-07-17
128734,3915,Coffee Mug,Home,4119.10,3,Returned,Credit Card,Bengaluru,2025-11-15
115243,7502,Cricket Bat,Sports,4747.74,4,Packed,COD,Shivamogga,2025-08-12
102357,9669,Football,Sports,3822.76,2,Packed,COD,Shivamogga,2025-04-20
111587,3284,USB Hub,Electronics,2435.45,3,Returned,Wallet,Tumakuru,2025-03-29
137360,5397,T-Shirt,Fashion,312.36,4,Placed,Wallet,Shivamogga,2025-05-04
125726,6263,Perfume,Beauty,503.40,3,Placed,COD,Shivamogga,2025-07-15
142226,6657,Water Bottle,Home,4980.07,4,Returned,UPI,Tumakuru,2025-07-08
137917,5173,Perfume,Beauty,2088.12,3,Returned,UPI,Bengaluru,2025-05-28
300897,2391,Lip Balm,Beauty,2270.23,4,Placed,COD,Hubballi,2025-10-12
117257,6049,Dry Fruits,Groceries,3044.44,5,Packed,Wallet,Hubballi,2025-11-27
103287,1771,Wireless Mouse,Electronics,2326.94,2,Shipped,Net Banking,Tumakuru,2025-03-17
143429,7736,Cricket Bat,Sports,1360.84,2,Delivered,Credit Card,Tumakuru,2025-11-29
300969,6013,Cricket Bat,Sports,616.62,1,Delivered,Net Banking,Bengaluru,2025-12-03
116694,7967,Olive Oil,Groceries,1470.33,2,Shipped,UPI,Hubballi,2025-05-06
116862,6910,Jacket,Fashion,3917.52,3,Shipped,UPI,Belagavi,2025-08-16
144763,9852,Storage Box,Home,1014.52,4,Cancelled,Net Banking,Mangaluru,2025-11-29
103769,4212,Yoga Mat,Sports,4805.53,1,Shipped,Net Banking,Mysuru,2025-05-13
129729,1423,Jacket,Fashion,3381.55,2,Packed,COD,Mangaluru,2025-10-09
123261,7058,Dumbbells,Sports,4352.33,4,Cancelled,UPI,Mangaluru,2025-08-26
102320,6199,Green Tea,Groceries,438.29,1,Shipped,Debit Card,Mangaluru,2025-01-18
138777,6288,SQL Guide,Books,2221.88,5,Cancelled,Wallet,Belagavi,2025-10-11
128063,6976,ML Intro,Books,4010.94,1,Returned,Net Banking,Tumakuru,2025-03-20
119317,1471,USB Hub,Electronics,1932.98,2,Delivered,COD,Belagavi,2025-02-05
122676,8016,Body Lotion,Beauty,3441.24,3,Delivered,Net Banking,Bengaluru,2025-01-11
111290,1619,Lip Balm,Beauty,1950.88,4,Placed,COD,Belagavi,2025-08-17
112787,9644,Phone Charger,Electronics,706.32,5,Placed,COD,Hubballi,2025-06-01
117747,7438,Body Lotion,Beauty,3373.28,5,Packed,Credit Card,Belagavi,2025-06-28
103504,2684,Jacket,Fashion,2235.06,1,Shipped,COD,Mangaluru,2025-08-06
147545,2499,Bluetooth Speaker,Electronics,1199.82,1,Returned,Net Banking,Mysuru,2025-12-17
108404,2980,Rice Bag,Groceries,4016.17,5,Delivered,Credit Card,Bengaluru,2025-02-11
110402,6139,Face Wash,Beauty,2288.67,4,Cancelled,COD,Mysuru,2025-12-13
100162,1982,Olive Oil,Groceries,2972.68,5,Cancelled,Debit Card,Shivamogga,2025-03-04
121303,3620,Water Bottle,Home,2620.77,5,Shipped,COD,Bengaluru,2025-09-21
120240,9463,SQL Guide,Books,1401.99,5,Packed,Credit Card,Mysuru,2025-02-11
113528,1848,USB Hub,Electronics,1567.64,4,Cancelled,Wallet,Hubballi,2025-01-23
107160,5149,Jeans,Fashion,2506.43,4,Placed,Credit Card,Belagavi,2025-03-19
144051,9310,Body Lotion,Beauty,3223.51,5,Delivered,Debit Card,Hubballi,2025-12-14
100009,5374,Storage Box,Home,3537.92,1,Cancelled,Wallet,Mysuru,2025-10-01
108965,9245,Data Structures,Books,4550.85,1,Shipped,Net Banking,Mysuru,2025-09-27
130692,8222,Dry Fruits,Groceries,3764.35,3,Shipped,Wallet,Mysuru,2025-02-16
144721,5178,ML Intro,Books,2640.52,3,Cancelled,COD,Belagavi,2025-02-03
132225,7502,Python Basics,Books,2665.84,2,Returned,COD,Mysuru,2025-07-17
134959,5843,Coffee Mug,Home,4738.73,5,Cancelled,Net Banking,Belagavi,2025-05-01
118596,8445,SQL Guide,Books,2227.98,2,Returned,Debit Card,Mysuru,2025-03-13
131749,4444,Water Bottle,Home,940.15,4,Returned,COD,Mysuru,2025-08-06
102106,3651,Coffee Mug,Home,4538.18,2,Returned,Credit Card,Hubballi,2025-02-19
117945,9665,Green Tea,Groceries,838.64,3,Placed,Debit Card,Shivamogga,2025-05-01
135373,6152,Coffee Mug,Home,2194.30,4,Delivered,UPI,Shivamogga,2025-03-03
300320,6567,Data Structures,Books,1845.47,3,Returned,UPI,Tumakuru,2025-07-14
102849,2731,Python Basics,Books,3811.04,3,Returned,UPI,Mysuru,2025-06-06
100481,5536,Football,Sports,1378.62,3,Packed,Credit Card,Belagavi,2025-05-04
121810,1959,Body Lotion,Beauty,2586.93,2,Delivered,Net Banking,Shivamogga,2025-06-03
106961,2511,Perfume,Beauty,1553.78,3,Cancelled,UPI,Mysuru,2025-07-17
148975,8190,Coffee Mug,Home,1918.88,3,Shipped,Net Banking,Shivamogga,2025-06-28
116679,9050,Rice Bag,Groceries,116.55,5,Packed,UPI,Mangaluru,2025-12-31
134306,6769,Phone Charger,Electronics,1914.87,2,Delivered,COD,Belagavi,2025-12-18
100458,2293,Lip Balm,Beauty,2043.54,1,Cancelled,COD,Belagavi,2025-10-20
135616,8404,Body Lotion,Beauty,2070.34,5,Cancelled,UPI,Hubballi,2025-02-26
100402,2889,LED Lamp,Home,1218.18,5,Placed,UPI,Tumakuru,2025-01-07
141986,3134,Wireless Mouse,Electronics,2724.41,4,Placed,Debit Card,Shivamogga,2025-08-05
143762,9242,Honey Jar,Groceries,515.08,4,Placed,Credit Card,Bengaluru,2025-06-11
114424,9274,Phone Charger,Electronics,3314.91,4,Cancelled,Credit Card,Mysuru,2025-02-15
107436,8088,USB Hub,Electronics,1729.86,1,Packed,Debit Card,Mangaluru,2025-10-08
300772,1551,Jeans,Fashion,4616.42,1,Delivered,UPI,Mysuru,2025-03-17
147565,3617,Dry Fruits,Groceries,1765.72,2,Placed,Wallet,Tumakuru,2025-10-24
118467,4075,Cricket Bat,Sports,1830.25,2,Shipped,Debit Card,Hubballi,2025-04-15
102868,6128,Body Lotion,Beauty,246.12,1,Delivered,Credit Card,Mysuru,2025-06-20
142849,6479,Body Lotion,Beauty,2219.68,3,Shipped,Wallet,Hubballi,2025-01-22
113956,7594,Jeans,Fashion,811.38,3,Cancelled,COD,Bengaluru,2025-01-03
124911,5726,LED Lamp,Home,4433.23,4,Shipped,COD,Mysuru,2025-06-24
126473,1397,Storage Box,Home,298.04,2,Cancelled,Credit Card,Mysuru,2025-09-02
107913,7988,Cloud Essentials,Books,1815.35,5,Shipped,UPI,Belagavi,2025-05-15
135114,7931,Coffee Mug,Home,3658.96,3,Placed,Wallet,Shivamogga,2025-05-05
121448,4932,Cricket Bat,Sports,1724.75,2,Packed,Debit Card,Bengaluru,2025-04-09
132263,3277,Sneakers,Fashion,3881.93,4,Packed,Net Banking,Mangaluru,2025-02-24
129473,2830,Jeans,Fashion,2540.13,2,Cancelled,Net Banking,Hubballi,2025-11-08
116601,7579,Backpack,Fashion,3092.01,5,Delivered,Net Banking,Tumakuru,2025-12-05
103026,8349,Face Wash,Beauty,4061.39,2,Placed,UPI,Belagavi,2025-10-31
136950,9138,Wireless Mouse,Electronics,4010.76,3,Shipped,COD,Mysuru,2025-07-11
102876,1252,Skipping Rope,Sports,804.95,2,Packed,COD,Hubballi,2025-02-12
125507,3776,Rice Bag,Groceries,279.32,2,Returned,Credit Card,Mangaluru,2025-12-25
136264,5451,Shampoo,Beauty,4411.51,4,Delivered,COD,Tumakuru,2025-07-21
139028,3621,Dry Fruits,Groceries,777.91,3,Packed,Wallet,Belagavi,2025-09-18
115446,4854,Face Wash,Beauty,2905.11,4,Cancelled,UPI,Mangaluru,2025-05-18
147309,6958,Jeans,Fashion,4674.71,5,Placed,Net Banking,Belagavi,2025-01-01
115751,2330,Cloud Essentials,Books,4223.17,3,Cancelled,Net Banking,Tumakuru,2025-08-26
103397,2305,Backpack,Fashion,282.80,4,Shipped,COD,Bengaluru,2025-12-03
114416,4127,Yoga Mat,Sports,4368.66,3,Returned,UPI,Mangaluru,2025-05-14
128428,5582,SQL Guide,Books,142.13,1,Delivered,Credit Card,Hubballi,2025-08-25
110045,2983,Jeans,Fashion,2635.85,1,Packed,COD,Hubballi,2025-01-21
126108,1351,Phone Charger,Electronics,2944.56,5,Delivered,Wallet,Belagavi,2025-02-14
127446,4916,Shampoo,Beauty,4947.33,2,Cancelled,UPI,Tumakuru,2025-07-28
103610,5594,Jeans,Fashion,3929.06,5,Cancelled,COD,Bengaluru,2025-06-07
104817,8458,Water Bottle,Home,2898.00,2,Placed,Wallet,Mangaluru,2025-03-17
131014,2206,Jacket,Fashion,4733.01,3,Delivered,Credit Card,Mangaluru,2025-06-11
145456,6389,Water Bottle,Home,1995.83,1,Cancelled,UPI,Belagavi,2025-07-05
104134,5708,Phone Charger,Electronics,1520.73,3,Cancelled,UPI,Bengaluru,2025-06-18
130693,6474,Python Basics,Books,3233.03,4,Returned,Wallet,Bengaluru,2025-04-17
100149,1349,Backpack,Fashion,346.83,3,Packed,Credit Card,Tumakuru,2025-10-17
124076,1961,Coffee Mug,Home,4236.58,3,Delivered,Credit Card,Bengaluru,2025-10-17
136615,8598,ML Intro,Books,434.06,4,Returned,Debit Card,Belagavi,2025-04-05
107230,8878,Yoga Mat,Sports,2324.06,3,Cancelled,Wallet,Bengaluru,2025-05-25
103483,9515,LED Lamp,Home,1526.40,1,Delivered,UPI,Mysuru,2025-04-28
116497,1535,USB Hub,Electronics,3154.78,2,Placed,UPI,Bengaluru,2025-02-18
104246,9844,Bedsheet,Home,1471.20,3,Delivered,UPI,Hubballi,2025-03-31
147100,6861,USB Hub,Electronics,3392.16,5,Delivered,Debit Card,Bengaluru,2025-02-24
121660,9284,Cloud Essentials,Books,497.66,1,Delivered,UPI,Mysuru,2025-09-26
115270,2468,Skipping Rope,Sports,4471.98,3,Packed,Debit Card,Belagavi,2025-06-19
106540,6400,Backpack,Fashion,1326.66,1,Returned,Wallet,Hubballi,2025-05-31
113468,9745,Honey Jar,Groceries,4766.17,4,Shipped,Net Banking,Mangaluru,2025-04-11
143391,1776,Face Wash,Beauty,3819.00,4,Cancelled,Net Banking,Tumakuru,2025-01-26
132256,5360,Honey Jar,Groceries,3281.55,4,Returned,Credit Card,Mangaluru,2025-10-30
112370,6255,Dumbbells,Sports,2242.61,5,Shipped,UPI,Hubballi,2025-11-30
107249,5301,Sneakers,Fashion,830.73,1,Placed,COD,Bengaluru,2025-11-02
124928,9353,Olive Oil,Groceries,2957.23,2,Shipped,Net Banking,Belagavi,2025-03-24
130706,8196,Coffee Mug,Home,4471.18,4,Returned,COD,Mysuru,2025-09-03
141753,1937,Yoga Mat,Sports,4487.78,5,Packed,Credit Card,Shivamogga,2025-08-14
135165,3984,Sneakers,Fashion,1596.64,3,Shipped,Debit Card,Tumakuru,2025-07-10
132307,2474,Jeans,Fashion,987.75,3,Shipped,UPI,Tumakuru,2025-12-29
120175,1461,Perfume,Beauty,919.01,3,Delivered,Net Banking,Mangaluru,2025-01-21
130408,4363,Dumbbells,Sports,3018.47,5,Shipped,Wallet,Belagavi,2025-03-04
105455,6705,Jeans,Fashion,3809.13,4,Cancelled,Debit Card,Shivamogga,2025-03-15
147171,3501,Storage Box,Home,3671.79,1,Cancelled,Net Banking,Bengaluru,2025-12-11
108878,9846,Dumbbells,Sports,225.71,1,Packed,Credit Card,Mysuru,2025-08-06
128173,4376,Perfume,Beauty,1486.45,4,Cancelled,Wallet,Shivamogga,2025-08-18
101547,3766,Honey Jar,Groceries,233.02,1,Cancelled,COD,Tumakuru,2025-04-10
121243,4720,Lip Balm,Beauty,3019.89,4,Delivered,UPI,Mangaluru,2025-01-16
111148,5294,Jacket,Fashion,1320.55,4,Cancelled,Wallet,Hubballi,2025-10-05
147555,1587,Bluetooth Speaker,Electronics,2199.06,3,Returned,Debit Card,Hubballi,2025-08-21
125854,5233,Face Wash,Beauty,740.27,5,Shipped,Debit Card,Shivamogga,2025-07-25
117182,3132,Jeans,Fashion,1756.73,4,Packed,Net Banking,Mangaluru,2025-09-26
129582,3080,Lip Balm,Beauty,4425.67,4,Shipped,COD,Hubballi,2025-11-12
127362,9215,Python Basics,Books,2777.44,1,Packed,Debit Card,Hubballi,2025-06-30
134184,5877,USB Hub,Electronics,1633.81,5,Cancelled,Debit Card,Mysuru,2025-06-22
118812,5184,Coffee Mug,Home,2969.58,5,Delivered,COD,Hubballi,2025-01-17
118409,2491,Jacket,Fashion,1350.40,4,Delivered,COD,Shivamogga,2025-08-28
129524,3623,Rice Bag,Groceries,4024.94,5,Packed,COD,Hubballi,2025-07-14
122340,2818,Wireless Mouse,Electronics,2787.19,3,Shipped,Credit Card,Mangaluru,2025-08-27
112690,7846,Python Basics,Books,1529.58,5,Returned,Wallet,Belagavi,2025-08-26
118195,4983,Face Wash,Beauty,898.61,3,Placed,UPI,Hubballi,2025-02-03
136784,3297,Cricket Bat,Sports,3029.15,1,Delivered,Credit Card,Shivamogga,2025-06-09
121688,5252,Jacket,Fashion,1384.83,4,Packed,COD,Mysuru,2025-02-25
106664,2853,Wireless Mouse,Electronics,1132.58,3,Delivered,Debit Card,Tumakuru,2025-06-07
146402,1713,Yoga Mat,Sports,1978.43,1,Cancelled,Wallet,Shivamogga,2025-04-24
300605,9413,Olive Oil,Groceries,3759.01,2,Cancelled,COD,Mangaluru,2025-06-18
114838,9299,Rice Bag,Groceries,1495.58,5,Shipped,Wallet,Mysuru,2025-07-16
122189,7471,Sneakers,Fashion,1390.15,5,Delivered,Debit Card,Mangaluru,2025-03-26
107398,4134,Bluetooth Speaker,Electronics,3851.93,3,Packed,Debit Card,Shivamogga,2025-10-31
133075,7493,Green Tea,Groceries,786.71,5,Delivered,Net Banking,Shivamogga,2025-05-27
136140,4201,Honey Jar,Groceries,244.90,2,Packed,Credit Card,Tumakuru,2025-02-16
112647,4790,Phone Charger,Electronics,880.07,3,Placed,UPI,Tumakuru,2025-08-26
118699,4017,Yoga Mat,Sports,2653.76,3,Packed,UPI,Mysuru,2025-06-01
118700,8338,Yoga Mat,Sports,3471.62,4,Placed,COD,Shivamogga,2025-12-09
103392,2900,Smart Watch,Electronics,1095.06,2,Returned,UPI,Belagavi,2025-12-16
143725,1125,Wireless Mouse,Electronics,2584.56,2,Packed,Debit Card,Mangaluru,2025-03-21
130850,3315,Jacket,Fashion,3418.78,2,Cancelled,Debit Card,Mangaluru,2025-11-02
105259,1991,Lip Balm,Beauty,968.64,4,Shipped,COD,Mangaluru,2025-01-27
121179,7839,Data Structures,Books,4459.12,1,Returned,Wallet,Tumakuru,2025-06-09
111791,6281,Jeans,Fashion,3736.31,4,Placed,Credit Card,Hubballi,2025-11-19
123423,6867,Phone Charger,Electronics,2339.93,2,Returned,Debit Card,Mangaluru,2025-10-16
134923,9129,Green Tea,Groceries,3361.24,3,Returned,Debit Card,Hubballi,2025-11-04
139985,8282,Honey Jar,Groceries,2566.69,3,Shipped,Credit Card,Hubballi,2025-05-24
126371,5672,ML Intro,Books,405.19,4,Cancelled,Wallet,Tumakuru,2025-05-31
121443,7823,Data Structures,Books,2862.96,4,Placed,UPI,Belagavi,2025-09-20
136579,1183,USB Hub,Electronics,4905.34,2,Shipped,Debit Card,Hubballi,2025-06-21
107956,2138,ML Intro,Books,2017.25,2,Delivered,Wallet,Mangaluru,2025-07-31
105232,1531,Backpack,Fashion,2815.91,3,Placed,Credit Card,Bengaluru,2025-10-22
134806,6846,Body Lotion,Beauty,2386.34,3,Packed,COD,Mangaluru,2025-08-18
143476,9902,Smart Watch,Electronics,1912.82,5,Shipped,Wallet,Belagavi,2025-03-17
132629,6313,Skipping Rope,Sports,4881.55,1,Delivered,Debit Card,Hubballi,2025-07-12
110124,4971,Bedsheet,Home,2062.46,1,Delivered,Wallet,Bengaluru,2025-10-18
119546,2333,Sneakers,Fashion,933.89,1,Placed,Credit Card,Tumakuru,2025-10-18
146201,5432,Bluetooth Speaker,Electronics,700.43,1,Shipped,Credit Card,Shivamogga,2025-03-17
108360,1207,Dry Fruits,Groceries,1928.65,5,Placed,COD,Hubballi,2025-10-19
109088,3110,Shampoo,Beauty,2073.43,5,Packed,Credit Card,Mangaluru,2025-03-10
127635,2934,Water Bottle,Home,1395.89,5,Returned,Net Banking,Shivamogga,2025-01-30
102220,9834,LED Lamp,Home,1540.99,2,Delivered,COD,Mangaluru,2025-06-25
101054,3028,Bedsheet,Home,3254.18,1,Packed,COD,Belagavi,2025-10-23
108330,3714,Cricket Bat,Sports,3280.37,2,Packed,Credit Card,Hubballi,2025-01-03
139103,5979,Football,Sports,3925.10,2,Packed,Net Banking,Belagavi,2025-11-12
129469,3650,Jacket,Fashion,4622.91,1,Placed,Wallet,Bengaluru,2025-09-25
100900,1284,Olive Oil,Groceries,2458.64,3,Returned,Debit Card,Mysuru,2025-08-15
114025,1028,Phone Charger,Electronics,4855.48,5,Delivered,Wallet,Shivamogga,2025-10-03
114060,2388,Football,Sports,3260.94,3,Placed,Wallet,Mysuru,2025-03-15
136585,6783,USB Hub,Electronics,1442.70,5,Shipped,Debit Card,Belagavi,2025-04-03
111677,8260,ML Intro,Books,1033.94,3,Returned,Net Banking,Bengaluru,2025-04-10
136438,1287,LED Lamp,Home,145.98,2,Delivered,Debit Card,Shivamogga,2025-09-22
111439,4519,Olive Oil,Groceries,1023.49,4,Placed,Net Banking,Mysuru,2025-06-26
112396,7465,Storage Box,Home,4517.52,4,Delivered,Credit Card,Bengaluru,2025-08-17
104821,4567,LED Lamp,Home,2549.50,4,Returned,UPI,Mysuru,2025-04-20
134274,4087,Body Lotion,Beauty,2525.38,3,Cancelled,UPI,Mysuru,2025-06-12
148595,4687,Cloud Essentials,Books,4758.69,2,Cancelled,Wallet,Tumakuru,2025-12-31
109604,4380,Jeans,Fashion,2705.24,2,Placed,Net Banking,Mangaluru,2025-04-02
131231,5502,Olive Oil,Groceries,874.08,2,Packed,COD,Belagavi,2025-10-25
104399,4278,Sneakers,Fashion,2461.72,5,Cancelled,UPI,Bengaluru,2025-07-03
136380,6860,Sneakers,Fashion,2590.81,2,Shipped,COD,Belagavi,2025-12-21
147245,9124,Cloud Essentials,Books,2346.80,5,Cancelled,Net Banking,Shivamogga,2025-05-14
145087,2240,Yoga Mat,Sports,1789.85,3,Placed,COD,Mysuru,2025-11-27
119127,2174,Lip Balm,Beauty,1964.42,4,Returned,Credit Card,Mysuru,2025-07-26
127559,6317,LED Lamp,Home,3292.87,4,Returned,COD,Shivamogga,2025-09-07
113476,7614,Python Basics,Books,2366.53,4,Packed,Credit Card,Hubballi,2025-04-14
125567,4492,Phone Charger,Electronics,1564.16,3,Placed,UPI,Mangaluru,2025-12-11
128824,7005,Dry Fruits,Groceries,3024.21,4,Packed,Wallet,Belagavi,2025-11-01
144191,8453,Coffee Mug,Home,4241.90,2,Placed,Credit Card,Mangaluru,2025-09-18
121535,2928,Yoga Mat,Sports,1788.50,3,Delivered,Net Banking,Mangaluru,2025-06-07
116283,5440,Rice Bag,Groceries,1532.96,2,Returned,COD,Shivamogga,2025-05-29
145774,1994,Phone Charger,Electronics,2243.08,4,Placed,COD,Hubballi,2025-02-25
130229,3833,Honey Jar,Groceries,2490.13,4,Shipped,Debit Card,Shivamogga,2025-05-13
113746,7594,Data Structures,Books,1498.26,5,Placed,Credit Card,Shivamogga,2025-03-02
138359,4231,Sneakers,Fashion,4294.22,3,Delivered,Credit Card,Tumakuru,2025-01-14
137188,9164,T-Shirt,Fashion,3519.01,3,Placed,Credit Card,Belagavi,2025-09-22
120693,9271,Storage Box,Home,3394.87,1,Returned,UPI,Tumakuru,2025-04-02
103521,3307,Football,Sports,1046.96,3,Delivered,Credit Card,Shivamogga,2025-01-27
100060,2389,Olive Oil,Groceries,1489.55,5,Shipped,UPI,Tumakuru,2025-05-01
138264,4814,Face Wash,Beauty,4980.14,1,Delivered,Wallet,Hubballi,2025-04-21
130832,4760,Water Bottle,Home,3897.26,5,Delivered,Credit Card,Mysuru,2025-12-05
106951,4641,Bluetooth Speaker,Electronics,575.79,2,Delivered,Net Banking,Hubballi,2025-02-17
104643,1697,Jacket,Fashion,1005.21,1,Returned,Wallet,Mysuru,2025-10-06
138576,8518,Bluetooth Speaker,Electronics,4744.50,4,Delivered,Credit Card,Mangaluru,2025-08-07
137497,9315,Dry Fruits,Groceries,3004.94,2,Returned,Net Banking,Bengaluru,2025-03-04
104944,2617,Python Basics,Books,2068.16,3,Shipped,Net Banking,Shivamogga,2025-07-25
125104,9173,Data Structures,Books,3917.08,3,Delivered,Net Banking,Tumakuru,2025-07-22
135191,4998,LED Lamp,Home,1865.77,4,Shipped,UPI,Belagavi,2025-09-20
115911,4135,Jacket,Fashion,264.67,3,Delivered,Net Banking,Belagavi,2025-05-19
118873,6355,Dumbbells,Sports,2857.34,5,Shipped,Wallet,Bengaluru,2025-09-17
124035,9978,ML Intro,Books,1959.57,1,Packed,Wallet,Shivamogga,2025-04-28
116845,7629,Yoga Mat,Sports,1883.25,2,Delivered,UPI,Shivamogga,2025-01-08
108614,8997,SQL Guide,Books,828.93,3,Packed,Net Banking,Shivamogga,2025-11-14
145614,1500,Smart Watch,Electronics,4746.27,2,Packed,Credit Card,Mysuru,2025-12-19
105529,8855,Face Wash,Beauty,1281.54,4,Returned,Credit Card,Belagavi,2025-01-19
121558,8425,Coffee Mug,Home,1100.40,2,Placed,Debit Card,Mysuru,2025-04-05
118577,1871,Cricket Bat,Sports,2502.63,4,Placed,COD,Belagavi,2025-04-04
300903,5939,Wireless Mouse,Electronics,2519.51,1,Delivered,Debit Card,Mangaluru,2025-03-11
110897,5867,Honey Jar,Groceries,3831.04,1,Delivered,Wallet,Mysuru,2025-03-01
141992,1239,Face Wash,Beauty,2478.45,1,Packed,Credit Card,Mangaluru,2025-08-11
114163,6832,Coffee Mug,Home,993.73,4,Returned,Credit Card,Tumakuru,2025-03-03
121674,4758,Wireless Mouse,Electronics,1686.98,1,Placed,Wallet,Mangaluru,2025-12-14
144518,6717,Coffee Mug,Home,4768.32,3,Packed,Net Banking,Tumakuru,2025-03-12
113400,9998,  Storage Box  ,Home,2801.70,2,Packed,Debit Card,Shivamogga,2025-07-12
145113,6223,Football,Sports,1854.23,1,Delivered,Wallet,Hubballi,2025-11-04
100219,2293,Skipping Rope,Sports,2208.98,2,Cancelled,Debit Card,Hubballi,2025-02-22
117515,7278,Body Lotion,Beauty,3152.01,4,Placed,UPI,Shivamogga,2025-06-25
102493,2190,Skipping Rope,Sports,1883.01,3,Cancelled,Net Banking,Mysuru,2025-07-05
117796,2332,Backpack,Fashion,2576.13,1,Shipped,Credit Card,Mangaluru,2025-05-20
300866,5343,LED Lamp,Home,4962.73,5,Packed,UPI,Mangaluru,2025-04-22
120145,6666,Wireless Mouse,Electronics,1757.75,5,Delivered,UPI,Mysuru,2025-04-16
146376,1655,Shampoo,Beauty,1180.02,5,Delivered,Net Banking,Bengaluru,2025-05-26
110517,8570,T-Shirt,Fashion,2223.73,5,Delivered,UPI,Mysuru,2025-09-30
